"PatternId","Path","Line","TextSha256","Disposition","EvidenceId"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/02-全方法深度融合的底层逻辑与理论总纲.md","638","ad3e40afb7f7170db9cd76b9dff258b43cc0abfbc745d4b1aaf20b120775aa53","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/02-全方法深度融合的底层逻辑与理论总纲.md","915","04a66b9686fbb72487e30689ed70112a51c8429349f63303231e11a21bf7989d","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/02-全方法深度融合的底层逻辑与理论总纲.md","1000","df092a3002f0c1858dce30ae1c5a1ac2542ea90660a01eca05678e411b51a9f3","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/02-全方法深度融合的底层逻辑与理论总纲.md","1059","d3f6a7788f4c19d93b676e198f5f9cb404bf177055b6c7caa571f2c75bf14fa2","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","60","fe83497af287a5d48f8169dfb33494cad66986d2e207aba8e1f1aee99a448040","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","112","73e8da95c45e391d787c1dad69085e7144b36c2b9a2e7eeb0ff30e6cfda68aaa","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","114","c8010954a775c1f65eabe7360f93b85ab46e232bd3e781f04f52732f9e7f51e0","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","118","223391d929ae3156bd2e7141c4935c613670eac6ce91f748a89b322265839607","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","433","4ab4ae5ef99b1abdd3de8a407becd585ba421c78235a176a7483b65d73379971","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","481","c837c7f8119c0882608abfe38c647823dea3c1ff05949da8de183f2b6ecbf6f2","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","781","c4f0d4877d125371799108b115da7bc52ab1003c36765897d4f1c7e1423aeb3f","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","873","37271f35c366b3056dba4d06b106e1688af270abb05f33a35ed268ce42136a91","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","874","c606b3744cdc9f02468462ce508a66249174a3fe89f7d277236a2cc319d9f9d9","WP5_VERIFY_PLANNED_EMPTY","none"
"MINEABLE_RESOURCE","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","918","b7fbb6c9b1262179f261947a6a1a665b9bf8ed98bb84d406742b513d6b603a90","WP5_DIRECT_DOWNGRADE","none"
"MINEABLE_RESOURCE","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","922","7da1e3ce975ae744301d4fe34ff0e659558081cf25d8a91bc0cb3a67092a86cc","WP5_DIRECT_DOWNGRADE","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","974","7a8f78c7a5733faedd6c9076bfca00f1e96ef976124c7618bedb223825cbff11","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","1040","76c495307e810d7237b74b2310004a981de07fdc952c40ea98f2333306175425","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","1058","fe53fc46aab3c2dfc6211599628e6c158385a92a75154ce15643fdffe9701dfb","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","1071","b3ce53003102c7f48b75d76174f67ca38d77fadaa19c6cd30c04827f736bd9c6","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","1093","64f74f39aa3f61df6f1e9c85a59b28d5f10b6157978f9a1f1bdeb33e5d23af14","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","1135","a094e655aff346cf1822a8fc5e3f0c8ced0f8f5465b95dfdc7d8c1e6be5f4f37","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","1156","ca85f3812106c509effde21c8d83fa0d4889d79224a67a50a2c01173d44c485a","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","1161","ce41dafe16b4d4b4c3f545dec61aa1d3d120cae4d720b759791573f81c9213d6","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/03-多方法深度融合的核心技术实现路径.md","1216","1783e0172e5f5d2d93ef76fe5ae5e80b97b97fdd780eea1e1a723db718940db3","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/04-分场景多方法融合适配方案.md","17","97c145d4a103c625fea34fd6794dffba14dfc424a07993b0b556d0e53512848d","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/05-工程化落地与效率优化方案.md","5","b08bf9f9e17f69feada46bbe919efadff78d2588dce5e5bde95c5324bdf5f12b","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/05-工程化落地与效率优化方案.md","19","81d382888bc8772c59c4d9107fd0eebbc09110f49b9b83e95b5852e5940f1de0","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/05-工程化落地与效率优化方案.md","20","0c0d03100d6daf47842a58f731cd89885f5b02aa6e800b64d9e5226da13c60da","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/05-工程化落地与效率优化方案.md","21","8a8f867a61c90b46c8c89d383eac9a8b465effeb680377d237aa4e1bb825d9a6","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/05-工程化落地与效率优化方案.md","22","5048d50a4fa6690405c02912660b5ccf4e2853cb1cd0884e97c17fcb4458ecb9","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/05-工程化落地与效率优化方案.md","24","a2fe8740e56ec148665f234fa3e23d45f102961aee5fa6e8400596ce537cf15d","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/05-工程化落地与效率优化方案.md","27","1abc252c752fed2d43fb32e27b4ebe9eff4de2674bfd9eb4edef103f98a2c6a6","WP5_VERIFY_PLANNED_EMPTY","none"
"ORDERS_SPEEDUP","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/05-工程化落地与效率优化方案.md","33","1e32927e7cf3bfa413a3c31f95fcedbd4b177c6faaea540338520923a9c89802","WP5_DIRECT_DOWNGRADE","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/05-工程化落地与效率优化方案.md","91","89f605fb2f250b1bc65fb39763af1630ccd71ed7f9c8a6b585b2b26714a8b2a7","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/05-工程化落地与效率优化方案.md","96","4d97ef25019e0d60b11b7749ac21a4f67141ac3581de5b923a802f4075cb5b59","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/05-工程化落地与效率优化方案.md","106","ac12750602eaaef288387edb29447d6fc98a2d3b12b047e51972358a0de4d430","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/05-工程化落地与效率优化方案.md","126","2e4ae8c56ae795b3375794c010cdfb0f43fc2030eff793fb5b5ae85cb63ec0e3","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/05-工程化落地与效率优化方案.md","2448","51da47631ca0976810d454d9528ec4cb9eadc677871d9803226728800494ab0b","WP5_VERIFY_PLANNED_EMPTY","none"
"GPU_IMPLEMENTED","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/05-工程化落地与效率优化方案.md","2548","0f9936d6f6307044f7ba35cda278d2b8a7bc32e128ccfd6cf753f0905de1d9e3","WP5_DIRECT_DOWNGRADE","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/06-合成数据验证方案与验收设计.md","55","a87694416a983c6ecdb2068e1b445f86f06f14d72c0fef5e10edb1122c336e22","WP5_VERIFY_PLANNED_EMPTY","none"
"SOLVED_PAIN","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/07-结论与展望.md","5","4fec731519f9dd3d6e3a371184fd130bc6dfe75f6f1b23f047aebe7c2da19005","WP5_DIRECT_DOWNGRADE","none"
"SOLVED_PAIN","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/07-结论与展望.md","17","7b3262355c49c2643ad98df8e69cb76bbaf845032acecfd1f608f43d5c634dbe","WP5_DIRECT_DOWNGRADE","none"
"ORDERS_SPEEDUP","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/07-结论与展望.md","21","b5b402876d08931b9a109680da97d319c844ceffb0cbfd69809a7a479dc487be","WP5_DIRECT_DOWNGRADE","none"
"WEEK_TO_HOUR","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/07-结论与展望.md","21","b5b402876d08931b9a109680da97d319c844ceffb0cbfd69809a7a479dc487be","WP5_DIRECT_DOWNGRADE","none"
"FULL_APPLICATION","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/07-结论与展望.md","25","00c106015cc9409c1f37f3012ef34d3d54853f09396c3f9dfedc163e55c6318a","WP5_DIRECT_DOWNGRADE","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/evidence-status.md","18","e0ba58ac83f9e7cd9ab8fb9f7e312b7961a39d57055d052eae8dc6b3bb865ef3","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/贝叶斯三维反演测试算力需求说明.md","5","085fed25b40117ee8735004054c143dc947d6ca532361e673114a0453d6d3b8a","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/贝叶斯三维反演测试算力需求说明.md","19","a8d01a788645e7ac1d7c632384625b4e0621b45ca00666f319f51e4dad7104a1","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录1-分矿种多方法融合定制化勘查模板.md","99","d918fa49137397af0c99a17349b70c3279162761755d610008ed64c20c25041c","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录1-分矿种多方法融合定制化勘查模板.md","313","d918fa49137397af0c99a17349b70c3279162761755d610008ed64c20c25041c","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录1-分矿种多方法融合定制化勘查模板.md","429","d918fa49137397af0c99a17349b70c3279162761755d610008ed64c20c25041c","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录1-分矿种多方法融合定制化勘查模板.md","545","d918fa49137397af0c99a17349b70c3279162761755d610008ed64c20c25041c","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录1-分矿种多方法融合定制化勘查模板.md","661","d918fa49137397af0c99a17349b70c3279162761755d610008ed64c20c25041c","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录1-分矿种多方法融合定制化勘查模板.md","905","d918fa49137397af0c99a17349b70c3279162761755d610008ed64c20c25041c","WP5_VERIFY_PLANNED_EMPTY","none"
"SOLVED_PAIN","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录10-项目实施进度计划与经费概算模板.md","972","3d3817caf7a5a48c582e6f208e78857fd96b92e28aafa24863849fc07710a38b","WP5_DIRECT_DOWNGRADE","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录13-岩性物性参数统计数据库.md","27","2d97710f079c68e57189b66ed36a2b1b5fdc0035215ab0c96d226e078a76b391","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录13-岩性物性参数统计数据库.md","268","b49c9655cdec7fe55675f0b30f7e1406205f0be9780ff1c786c9882a5f3f5cb1","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录2-概率化反演结果应用规范与风险管控准则.md","470","2115935fabf05c3abfd99068182d8824e9a9b905eee6e35b8e9b5876c600c44f","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录2-概率化反演结果应用规范与风险管控准则.md","505","5829b74c23b079f402574a891303bf4e7df853e70fcbd0c25fe52671fc5687d2","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录3-算法选型与多方法组合决策树.md","7","b4bc6dde5a457096251794baa9d19eee069d47133b32a0fbdbcff0245770ea14","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录4-核心算法性能基准测试计划与验收指标.md","7","c681ff27501f17341f58be323174539c257b3dc90651946284db7683a26072d4","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录4-核心算法性能基准测试计划与验收指标.md","8","66f69dd06b20673e7e3fca9a6f222dc1d69806d294aa8d67b149e69e109926f9","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录4-核心算法性能基准测试计划与验收指标.md","9","475979e3a210fcf1032dea9bacf5f3ec60b2081954f1642769be70abf682a8fb","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录4-核心算法性能基准测试计划与验收指标.md","11","164610b522ff61a9c7f5b9041e8198954c9ed19d1330d544547048e2e47d1790","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录4-核心算法性能基准测试计划与验收指标.md","54","f46a051b441026beffb1e7f3bcafd254fc1a8f82a3c01a01e0c0cde0958f145c","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录4-核心算法性能基准测试计划与验收指标.md","142","b0c090c594247e4185bbffd0d84184891486ec99775a3b40c7bff458571a7d4e","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录4-核心算法性能基准测试计划与验收指标.md","406","e5b0eb326a844703dfd96b3f4ede860d7076c6297c89d2840a9ea19b896f61cc","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录4-核心算法性能基准测试计划与验收指标.md","408","0df7d5c166d1c69131456c2e41822897df02e855f2250e0ae20d19ffb0df0aac","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录4-核心算法性能基准测试计划与验收指标.md","443","f37596527098fdf01c2495e03b4388fb8672ac644916831913be8ac152c0c6a6","WP5_VERIFY_PLANNED_EMPTY","none"
"OBSERVED_FIELD","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录4-核心算法性能基准测试计划与验收指标.md","612","623e89ce13aeb1cb9697468cfe4a3b2acab888141063a3386e9df0f4b19e19a4","WP5_VERIFY_PLANNED_EMPTY","none"
"ORDERS_SPEEDUP","_bmad-output/planning-artifacts/research/贝叶斯思想与重磁电电磁深度融合技术体系/附录4-核心算法性能基准测试计划与验收指标.md","809","02a0f68e471c8d84e86035086d468ee3cfad264c61c05e38ba6a1c8fa9d9b907","WP5_DIRECT_DOWNGRADE","none"
